[time=2]:[N=2097152 current nodes UP],[Susceptible= 2097151],[remove = 0], [ incrementalVisited = 1] ,[totalVisited = 1] 
[time=49]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1917921], [ incrementalVisited = 0] ,[totalVisited = 179231] 
[time=50]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1926882], [ incrementalVisited = 0] ,[totalVisited = 170270] 
[time=51]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1935395], [ incrementalVisited = 0] ,[totalVisited = 161757] 
[time=52]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1943482], [ incrementalVisited = 0] ,[totalVisited = 153670] 
[time=53]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1951165], [ incrementalVisited = 0] ,[totalVisited = 145987] 
[time=54]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1958464], [ incrementalVisited = 0] ,[totalVisited = 138688] 
[time=55]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1965398], [ incrementalVisited = 0] ,[totalVisited = 131754] 
[time=56]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1971985], [ incrementalVisited = 0] ,[totalVisited = 125167] 
[time=57]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1978243], [ incrementalVisited = 0] ,[totalVisited = 118909] 
[time=58]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1984188], [ incrementalVisited = 0] ,[totalVisited = 112964] 
[time=59]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1989836], [ incrementalVisited = 0] ,[totalVisited = 107316] 
[time=60]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 1995201], [ incrementalVisited = 0] ,[totalVisited = 101951] 
[time=61]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2000298], [ incrementalVisited = 0] ,[totalVisited = 96854] 
[time=62]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2005140], [ incrementalVisited = 0] ,[totalVisited = 92012] 
[time=63]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2009740], [ incrementalVisited = 0] ,[totalVisited = 87412] 
[time=64]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2014110], [ incrementalVisited = 0] ,[totalVisited = 83042] 
[time=65]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2018262], [ incrementalVisited = 0] ,[totalVisited = 78890] 
[time=66]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2022206], [ incrementalVisited = 0] ,[totalVisited = 74946] 
[time=67]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2025953], [ incrementalVisited = 0] ,[totalVisited = 71199] 
[time=68]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2029512], [ incrementalVisited = 0] ,[totalVisited = 67640] 
[time=69]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2032894], [ incrementalVisited = 0] ,[totalVisited = 64258] 
[time=70]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2036106], [ incrementalVisited = 0] ,[totalVisited = 61046] 
[time=71]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2039158], [ incrementalVisited = 0] ,[totalVisited = 57994] 
[time=72]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2042057], [ incrementalVisited = 0] ,[totalVisited = 55095] 
[time=73]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2044811], [ incrementalVisited = 0] ,[totalVisited = 52341] 
[time=74]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2047428], [ incrementalVisited = 0] ,[totalVisited = 49724] 
[time=75]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2049914], [ incrementalVisited = 0] ,[totalVisited = 47238] 
[time=76]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2052275], [ incrementalVisited = 0] ,[totalVisited = 44877] 
[time=77]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2054518], [ incrementalVisited = 0] ,[totalVisited = 42634] 
[time=78]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2056649], [ incrementalVisited = 0] ,[totalVisited = 40503] 
[time=79]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2058674], [ incrementalVisited = 0] ,[totalVisited = 38478] 
[time=80]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2060597], [ incrementalVisited = 0] ,[totalVisited = 36555] 
[time=81]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2062424], [ incrementalVisited = 0] ,[totalVisited = 34728] 
[time=82]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2064160], [ incrementalVisited = 0] ,[totalVisited = 32992] 
[time=83]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2065809], [ incrementalVisited = 0] ,[totalVisited = 31343] 
[time=84]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2067376], [ incrementalVisited = 0] ,[totalVisited = 29776] 
[time=85]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2068864], [ incrementalVisited = 0] ,[totalVisited = 28288] 
[time=86]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2070278], [ incrementalVisited = 0] ,[totalVisited = 26874] 
[time=87]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2071621], [ incrementalVisited = 0] ,[totalVisited = 25531] 
[time=88]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2072897], [ incrementalVisited = 0] ,[totalVisited = 24255] 
[time=89]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2074109], [ incrementalVisited = 0] ,[totalVisited = 23043] 
[time=90]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2075261], [ incrementalVisited = 0] ,[totalVisited = 21891] 
[time=91]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2076355], [ incrementalVisited = 0] ,[totalVisited = 20797] 
[time=92]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2077394], [ incrementalVisited = 0] ,[totalVisited = 19758] 
[time=93]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2078381], [ incrementalVisited = 0] ,[totalVisited = 18771] 
[time=94]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2079319], [ incrementalVisited = 0] ,[totalVisited = 17833] 
[time=95]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2080210], [ incrementalVisited = 0] ,[totalVisited = 16942] 
[time=96]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2081057], [ incrementalVisited = 0] ,[totalVisited = 16095] 
[time=97]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2081861], [ incrementalVisited = 0] ,[totalVisited = 15291] 
[time=98]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2082625], [ incrementalVisited = 0] ,[totalVisited = 14527] 
[time=99]:[N=2097152 current nodes UP],[Susceptible= 0],[remove = 2083351], [ incrementalVisited = 0] ,[totalVisited = 13801] 
