[time=2]:[N=131072 current nodes UP],[Susceptible= 131071],[remove = 0], [ incrementalVisited = 1] ,[totalVisited = 1] 
[time=67]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 126581], [ incrementalVisited = 0] ,[totalVisited = 4475] 
[time=68]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 126804], [ incrementalVisited = 0] ,[totalVisited = 4252] 
[time=69]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127016], [ incrementalVisited = 0] ,[totalVisited = 4040] 
[time=70]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127218], [ incrementalVisited = 0] ,[totalVisited = 3838] 
[time=71]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127409], [ incrementalVisited = 0] ,[totalVisited = 3647] 
[time=72]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127591], [ incrementalVisited = 0] ,[totalVisited = 3465] 
[time=73]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127764], [ incrementalVisited = 0] ,[totalVisited = 3292] 
[time=74]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 127928], [ incrementalVisited = 0] ,[totalVisited = 3128] 
[time=75]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128084], [ incrementalVisited = 0] ,[totalVisited = 2972] 
[time=76]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128232], [ incrementalVisited = 0] ,[totalVisited = 2824] 
[time=77]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128373], [ incrementalVisited = 0] ,[totalVisited = 2683] 
[time=78]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128507], [ incrementalVisited = 0] ,[totalVisited = 2549] 
[time=79]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128634], [ incrementalVisited = 0] ,[totalVisited = 2422] 
[time=80]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128755], [ incrementalVisited = 0] ,[totalVisited = 2301] 
[time=81]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128870], [ incrementalVisited = 0] ,[totalVisited = 2186] 
[time=82]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 128979], [ incrementalVisited = 0] ,[totalVisited = 2077] 
[time=83]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129082], [ incrementalVisited = 0] ,[totalVisited = 1974] 
[time=84]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129180], [ incrementalVisited = 0] ,[totalVisited = 1876] 
[time=85]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129273], [ incrementalVisited = 0] ,[totalVisited = 1783] 
[time=86]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129362], [ incrementalVisited = 0] ,[totalVisited = 1694] 
[time=87]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129446], [ incrementalVisited = 0] ,[totalVisited = 1610] 
[time=88]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129526], [ incrementalVisited = 0] ,[totalVisited = 1530] 
[time=89]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129602], [ incrementalVisited = 0] ,[totalVisited = 1454] 
[time=90]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129674], [ incrementalVisited = 0] ,[totalVisited = 1382] 
[time=91]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129743], [ incrementalVisited = 0] ,[totalVisited = 1313] 
[time=92]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129808], [ incrementalVisited = 0] ,[totalVisited = 1248] 
[time=93]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129870], [ incrementalVisited = 0] ,[totalVisited = 1186] 
[time=94]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129929], [ incrementalVisited = 0] ,[totalVisited = 1127] 
[time=95]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 129985], [ incrementalVisited = 0] ,[totalVisited = 1071] 
[time=96]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 130038], [ incrementalVisited = 0] ,[totalVisited = 1018] 
[time=97]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 130088], [ incrementalVisited = 0] ,[totalVisited = 968] 
[time=98]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 130136], [ incrementalVisited = 0] ,[totalVisited = 920] 
[time=99]:[N=131072 current nodes UP],[Susceptible= 16],[remove = 130182], [ incrementalVisited = 0] ,[totalVisited = 874] 
